"X" "battery_name" "experiment_exp_id" "finishtime" "id" "options" "question_num" "required" "response" "response_text" "text" "worker_id"
"11" "brief_self_control_survey_s000_10" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 02:42:46" "brief_self_control_survey_12_options" "[{'text': 'Not at all: 1', 'value': '1', 'id': 'brief_self_control_survey_12_0'}, {'text': '2', 'value': '2', 'id': 'brief_self_control_survey_12_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_12_2'}, {'text': '4', 'value': '4', 'id': 'brief_self_control_survey_12_3'}, {'text': 'Very much: 5', 'value': '5', 'id': 'brief_self_control_survey_12_4'}]" 12 1 4 "4" "I am able to work effectively toward long-term goals." "s001"
"12" "brief_self_control_survey_s000_11" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 02:42:46" "brief_self_control_survey_13_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_13_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_13_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_13_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_13_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_13_4'}]" 13 1 4 "2" "Sometimes I can't stop myself from doing something, even if I know it is wrong." "s001"
"13" "brief_self_control_survey_s000_12" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 02:42:46" "brief_self_control_survey_14_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_14_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_14_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_14_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_14_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_14_4'}]" 14 1 5 "Not at all: 1" "I often act without thinking through all the alternatives." "s001"
"14" "brief_self_control_survey_s001_00" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 04:48:19" "brief_self_control_survey_2_options" "[{'text': 'Not at all: 1', 'value': '1', 'id': 'brief_self_control_survey_2_0'}, {'text': '2', 'value': '2', 'id': 'brief_self_control_survey_2_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_2_2'}, {'text': '4', 'value': '4', 'id': 'brief_self_control_survey_2_3'}, {'text': 'Very much: 5', 'value': '5', 'id': 'brief_self_control_survey_2_4'}]" 2 1 2 "2" "I am good at resisting temptation." "s002"
"15" "brief_self_control_survey_s001_01" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 04:48:19" "brief_self_control_survey_3_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_3_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_3_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_3_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_3_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_3_4'}]" 3 1 2 "4" "I have a hard time breaking bad habits." "s002"
"16" "brief_self_control_survey_s001_02" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 04:48:19" "brief_self_control_survey_4_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_4_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_4_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_4_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_4_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_4_4'}]" 4 1 3 "3" "I am lazy." "s002"
"17" "brief_self_control_survey_s001_03" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 04:48:19" "brief_self_control_survey_5_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_5_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_5_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_5_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_5_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_5_4'}]" 5 1 3 "3" "I say inappropriate things." "s002"
"18" "brief_self_control_survey_s001_04" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 04:48:19" "brief_self_control_survey_6_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_6_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_6_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_6_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_6_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_6_4'}]" 6 1 2 "4" "I do certain things that are bad for me, if they are fun." "s002"
"19" "brief_self_control_survey_s001_05" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 04:48:19" "brief_self_control_survey_7_options" "[{'text': 'Not at all: 1', 'value': '1', 'id': 'brief_self_control_survey_7_0'}, {'text': '2', 'value': '2', 'id': 'brief_self_control_survey_7_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_7_2'}, {'text': '4', 'value': '4', 'id': 'brief_self_control_survey_7_3'}, {'text': 'Very much: 5', 'value': '5', 'id': 'brief_self_control_survey_7_4'}]" 7 1 2 "2" "I refuse things that are bad for me." "s002"
"20" "brief_self_control_survey_s001_06" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 04:48:19" "brief_self_control_survey_8_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_8_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_8_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_8_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_8_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_8_4'}]" 8 1 3 "3" "I wish I had more self-discipline." "s002"
"21" "brief_self_control_survey_s001_07" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 04:48:19" "brief_self_control_survey_9_options" "[{'text': 'Not at all: 1', 'value': '1', 'id': 'brief_self_control_survey_9_0'}, {'text': '2', 'value': '2', 'id': 'brief_self_control_survey_9_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_9_2'}, {'text': '4', 'value': '4', 'id': 'brief_self_control_survey_9_3'}, {'text': 'Very much: 5', 'value': '5', 'id': 'brief_self_control_survey_9_4'}]" 9 1 3 "3" "People would say that I have iron self-discipline." "s002"
"22" "brief_self_control_survey_s001_08" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 04:48:19" "brief_self_control_survey_10_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_10_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_10_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_10_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_10_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_10_4'}]" 10 1 2 "4" "Pleasure and fun sometimes keep me from getting work done." "s002"
"23" "brief_self_control_survey_s001_09" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 04:48:19" "brief_self_control_survey_11_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_11_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_11_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_11_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_11_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_11_4'}]" 11 1 3 "3" "I have trouble concentrating." "s002"
"24" "brief_self_control_survey_s001_10" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 04:48:19" "brief_self_control_survey_12_options" "[{'text': 'Not at all: 1', 'value': '1', 'id': 'brief_self_control_survey_12_0'}, {'text': '2', 'value': '2', 'id': 'brief_self_control_survey_12_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_12_2'}, {'text': '4', 'value': '4', 'id': 'brief_self_control_survey_12_3'}, {'text': 'Very much: 5', 'value': '5', 'id': 'brief_self_control_survey_12_4'}]" 12 1 3 "3" "I am able to work effectively toward long-term goals." "s002"
"25" "brief_self_control_survey_s001_11" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 04:48:19" "brief_self_control_survey_13_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_13_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_13_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_13_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_13_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_13_4'}]" 13 1 2 "4" "Sometimes I can't stop myself from doing something, even if I know it is wrong." "s002"
"26" "brief_self_control_survey_s001_12" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 04:48:19" "brief_self_control_survey_14_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_14_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_14_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_14_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_14_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_14_4'}]" 14 1 3 "3" "I often act without thinking through all the alternatives." "s002"
"27" "brief_self_control_survey_s002_00" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 20:08:14" "brief_self_control_survey_2_options" "[{'text': 'Not at all: 1', 'value': '1', 'id': 'brief_self_control_survey_2_0'}, {'text': '2', 'value': '2', 'id': 'brief_self_control_survey_2_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_2_2'}, {'text': '4', 'value': '4', 'id': 'brief_self_control_survey_2_3'}, {'text': 'Very much: 5', 'value': '5', 'id': 'brief_self_control_survey_2_4'}]" 2 1 4 "4" "I am good at resisting temptation." "s003"
"28" "brief_self_control_survey_s002_01" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 20:08:14" "brief_self_control_survey_3_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_3_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_3_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_3_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_3_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_3_4'}]" 3 1 4 "2" "I have a hard time breaking bad habits." "s003"
"29" "brief_self_control_survey_s002_02" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 20:08:14" "brief_self_control_survey_4_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_4_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_4_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_4_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_4_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_4_4'}]" 4 1 2 "4" "I am lazy." "s003"
"30" "brief_self_control_survey_s002_03" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 20:08:14" "brief_self_control_survey_5_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_5_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_5_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_5_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_5_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_5_4'}]" 5 1 2 "4" "I say inappropriate things." "s003"
"31" "brief_self_control_survey_s002_04" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 20:08:14" "brief_self_control_survey_6_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_6_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_6_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_6_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_6_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_6_4'}]" 6 1 3 "3" "I do certain things that are bad for me, if they are fun." "s003"
"32" "brief_self_control_survey_s002_05" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 20:08:14" "brief_self_control_survey_7_options" "[{'text': 'Not at all: 1', 'value': '1', 'id': 'brief_self_control_survey_7_0'}, {'text': '2', 'value': '2', 'id': 'brief_self_control_survey_7_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_7_2'}, {'text': '4', 'value': '4', 'id': 'brief_self_control_survey_7_3'}, {'text': 'Very much: 5', 'value': '5', 'id': 'brief_self_control_survey_7_4'}]" 7 1 5 "Very much: 5" "I refuse things that are bad for me." "s003"
"33" "brief_self_control_survey_s002_06" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 20:08:14" "brief_self_control_survey_8_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_8_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_8_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_8_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_8_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_8_4'}]" 8 1 2 "4" "I wish I had more self-discipline." "s003"
"34" "brief_self_control_survey_s002_07" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 20:08:14" "brief_self_control_survey_9_options" "[{'text': 'Not at all: 1', 'value': '1', 'id': 'brief_self_control_survey_9_0'}, {'text': '2', 'value': '2', 'id': 'brief_self_control_survey_9_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_9_2'}, {'text': '4', 'value': '4', 'id': 'brief_self_control_survey_9_3'}, {'text': 'Very much: 5', 'value': '5', 'id': 'brief_self_control_survey_9_4'}]" 9 1 2 "2" "People would say that I have iron self-discipline." "s003"
"35" "brief_self_control_survey_s002_08" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 20:08:14" "brief_self_control_survey_10_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_10_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_10_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_10_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_10_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_10_4'}]" 10 1 2 "4" "Pleasure and fun sometimes keep me from getting work done." "s003"
"36" "brief_self_control_survey_s002_09" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 20:08:14" "brief_self_control_survey_11_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_11_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_11_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_11_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_11_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_11_4'}]" 11 1 3 "3" "I have trouble concentrating." "s003"
"37" "brief_self_control_survey_s002_10" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 20:08:14" "brief_self_control_survey_12_options" "[{'text': 'Not at all: 1', 'value': '1', 'id': 'brief_self_control_survey_12_0'}, {'text': '2', 'value': '2', 'id': 'brief_self_control_survey_12_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_12_2'}, {'text': '4', 'value': '4', 'id': 'brief_self_control_survey_12_3'}, {'text': 'Very much: 5', 'value': '5', 'id': 'brief_self_control_survey_12_4'}]" 12 1 5 "Very much: 5" "I am able to work effectively toward long-term goals." "s003"
"38" "brief_self_control_survey_s002_11" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 20:08:14" "brief_self_control_survey_13_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_13_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_13_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_13_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_13_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_13_4'}]" 13 1 4 "2" "Sometimes I can't stop myself from doing something, even if I know it is wrong." "s003"
"39" "brief_self_control_survey_s002_12" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 20:08:14" "brief_self_control_survey_14_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_14_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_14_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_14_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_14_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_14_4'}]" 14 1 2 "4" "I often act without thinking through all the alternatives." "s003"
"40" "brief_self_control_survey_s003_00" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 03:11:49" "brief_self_control_survey_2_options" "[{'text': 'Not at all: 1', 'value': '1', 'id': 'brief_self_control_survey_2_0'}, {'text': '2', 'value': '2', 'id': 'brief_self_control_survey_2_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_2_2'}, {'text': '4', 'value': '4', 'id': 'brief_self_control_survey_2_3'}, {'text': 'Very much: 5', 'value': '5', 'id': 'brief_self_control_survey_2_4'}]" 2 1 5 "Very much: 5" "I am good at resisting temptation." "s004"
"41" "brief_self_control_survey_s003_01" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 03:11:49" "brief_self_control_survey_3_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_3_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_3_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_3_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_3_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_3_4'}]" 3 1 5 "Not at all: 1" "I have a hard time breaking bad habits." "s004"
"42" "brief_self_control_survey_s003_02" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 03:11:49" "brief_self_control_survey_4_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_4_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_4_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_4_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_4_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_4_4'}]" 4 1 5 "Not at all: 1" "I am lazy." "s004"
"43" "brief_self_control_survey_s003_03" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 03:11:49" "brief_self_control_survey_5_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_5_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_5_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_5_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_5_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_5_4'}]" 5 1 5 "Not at all: 1" "I say inappropriate things." "s004"
"44" "brief_self_control_survey_s003_04" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 03:11:49" "brief_self_control_survey_6_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_6_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_6_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_6_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_6_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_6_4'}]" 6 1 5 "Not at all: 1" "I do certain things that are bad for me, if they are fun." "s004"
"45" "brief_self_control_survey_s003_05" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 03:11:49" "brief_self_control_survey_7_options" "[{'text': 'Not at all: 1', 'value': '1', 'id': 'brief_self_control_survey_7_0'}, {'text': '2', 'value': '2', 'id': 'brief_self_control_survey_7_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_7_2'}, {'text': '4', 'value': '4', 'id': 'brief_self_control_survey_7_3'}, {'text': 'Very much: 5', 'value': '5', 'id': 'brief_self_control_survey_7_4'}]" 7 1 5 "Very much: 5" "I refuse things that are bad for me." "s004"
"46" "brief_self_control_survey_s003_06" "Self Regulation Battery" "brief_self_control_survey" "2016-07-22 03:11:49" "brief_self_control_survey_8_options" "[{'text': 'Not at all: 1', 'value': '5', 'id': 'brief_self_control_survey_8_0'}, {'text': '2', 'value': '4', 'id': 'brief_self_control_survey_8_1'}, {'text': '3', 'value': '3', 'id': 'brief_self_control_survey_8_2'}, {'text': '4', 'value': '2', 'id': 'brief_self_control_survey_8_3'}, {'text': 'Very much: 5', 'value': '1', 'id': 'brief_self_control_survey_8_4'}]" 8 1 5 "Not at all: 1" "I wish I had more self-discipline." "s004"
